0.84614,0.07296,0.02198,0.05005,0.00586,0.00244,0.00033,5.00E-05,0.00018
0.2234,0.61587,0.08537,0.0138,0.05054,0.00991,0.00015,0.00061,0.00035
0.08102,0.10203,0.70853,0.00436,0.00819,0.09472,7.00E-05,0.0002,0.00087
0.13632,0.01253,0.00337,0.72871,0.08108,0.02423,0.01123,0.00166,0.00088
0.03152,0.09437,0.01274,0.15051,0.57559,0.10816,0.0024,0.02069,0.00402
0.01009,0.01038,0.08973,0.03232,0.07263,0.74525,0.00042,0.00238,0.0368
0.00762,0,0.00109,0.24374,0.02067,0.01415,0.60174,0.07617,0.03482
0.00196,0.00458,0.00196,0.01895,0.13987,0.02288,0.0634,0.64183,0.10458
0.00255,0.00064,0.0017,0.00149,0.00553,0.09099,0.00531,0.0304,0.86139
